"","userID","gameCode","sessionID","repetitionID","hand","includeInt","accuracy","amountOfData","centerCircle","circleCenterX","circleCenterY","date","device","distanceTot","dpi","margin","radiusCenter","screenHeight","screenWidth","startTime","time","raggioEsterno","raggioInterno","dominantHand"
"88","MB_AC_10_e7d887f9","circleAccuracy","c4a1eb29f5d276ab0079cb8acdd2d02c",1,"destra",0,0.9986843,96,1831.367,540,888,"27/03/2015 14-39-02","LGE LG-D802",1843.607,423.0495,83.27746,291.4711,1776,1080,902.0474,1.69989,333.10983,249.83237,"destra"
"89","MB_AC_10_e7d887f9","circleAccuracy","c4a1eb29f5d276ab0079cb8acdd2d02c",2,"destra",0,0.9959981,80,1831.367,540,888,"27/03/2015 14-39-08","LGE LG-D802",1843.843,423.0495,83.27746,291.4711,1776,1080,905.5836,1.414368,333.10983,249.83237,"destra"
"90","MB_AC_10_e7d887f9","circleAccuracy","c4a1eb29f5d276ab0079cb8acdd2d02c",3,"destra",0,0.7968791,86,1831.367,540,888,"27/03/2015 14-39-11","LGE LG-D802",1809.462,423.0495,83.27746,291.4711,1776,1080,909.794,1.684692,333.10983,249.83237,"destra"
"91","MB_AC_11_96763d6f","circleAccuracy","8e4cd2282221a92f1b4a3a95982af48c",1,"destra",0,0.4365265,21,1831.367,540,888,"02/04/2015 10-50-18","LGE LG-D802",1870.167,423.0495,83.27746,291.4711,1776,1080,148.0197,0.3700409,333.10983,249.83237,"destra"
"92","MB_AC_11_96763d6f","circleAccuracy","8e4cd2282221a92f1b4a3a95982af48c",2,"destra",0,0.5427483,27,1831.367,540,888,"02/04/2015 10-50-25","LGE LG-D802",1968.41,423.0495,83.27746,291.4711,1776,1080,154.0096,0.4740295,333.10983,249.83237,"destra"
"93","MB_AC_11_96763d6f","circleAccuracy","8e4cd2282221a92f1b4a3a95982af48c",3,"destra",0,0.7928155,30,1831.367,540,888,"02/04/2015 10-50-31","LGE LG-D802",1906.028,423.0495,83.27746,291.4711,1776,1080,157.307,0.5214691,333.10983,249.83237,"destra"
"94","MB_AC_12_7b8e7ddc","circleAccuracy","a8364c366eb79c92e4e0600601ccf0dd",1,"destra",0,0.9935474,149,1831.367,540,888,"02/04/2015 16-36-26","LGE LG-D802",1838.853,423.0495,83.27746,291.4711,1776,1080,152.9679,2.572952,333.10983,249.83237,"destra"
"95","MB_AC_12_7b8e7ddc","circleAccuracy","a8364c366eb79c92e4e0600601ccf0dd",2,"destra",0,0.9911999,128,1831.367,540,888,"02/04/2015 16-36-33","LGE LG-D802",1834.961,423.0495,83.27746,291.4711,1776,1080,161.175,2.16893,333.10983,249.83237,"destra"
"96","MB_AC_12_7b8e7ddc","circleAccuracy","a8364c366eb79c92e4e0600601ccf0dd",3,"destra",0,0.9888687,136,1831.367,540,888,"02/04/2015 16-36-41","LGE LG-D802",1840.164,423.0495,83.27746,291.4711,1776,1080,165.3458,2.304001,333.10983,249.83237,"destra"
"97","MB_AC_13_11294c06","circleAccuracy","0f8b22cbc4e9fe1b83a41794f516910f",1,"destra",0,0.9931138,207,1831.367,540,888,"02/04/2015 19-14-48","LGE LG-D802",1842.041,423.0495,83.27746,291.4711,1776,1080,119.2631,3.564133,333.10983,249.83237,"destra"
"98","MB_AC_13_11294c06","circleAccuracy","0f8b22cbc4e9fe1b83a41794f516910f",2,"destra",0,0.9972258,205,1831.367,540,888,"02/04/2015 19-14-55","LGE LG-D802",1841.676,423.0495,83.27746,291.4711,1776,1080,125.667,3.57666,333.10983,249.83237,"destra"
"99","MB_AC_13_11294c06","circleAccuracy","0f8b22cbc4e9fe1b83a41794f516910f",3,"destra",0,0.998358,271,1831.367,540,888,"02/04/2015 19-15-01","LGE LG-D802",1841.98,423.0495,83.27746,291.4711,1776,1080,131.0621,4.605652,333.10983,249.83237,"destra"
"100","MB_AC_14_de6ffdb3","circleAccuracy","d9a2af094e6d892a515257e82a46e4bb",1,"destra",0,0.9048343,282,1831.367,540,888,"15/04/2015 21-54-45","LGE LG-D802",1841.311,423.0495,83.27746,291.4711,1776,1080,104.1824,4.944702,333.10983,249.83237,"destra"
"101","MB_AC_14_de6ffdb3","circleAccuracy","d9a2af094e6d892a515257e82a46e4bb",2,"destra",0,0.8796538,252,1831.367,540,888,"15/04/2015 21-54-52","LGE LG-D802",1839.892,423.0495,83.27746,291.4711,1776,1080,111.5465,4.254662,333.10983,249.83237,"destra"
"102","MB_AC_14_de6ffdb3","circleAccuracy","d9a2af094e6d892a515257e82a46e4bb",3,"destra",0,0.8732743,239,1831.367,540,888,"15/04/2015 21-54-59","LGE LG-D802",1843.147,423.0495,83.27746,291.4711,1776,1080,118.1545,4.052147,333.10983,249.83237,"destra"
"103","MB_AC_15_2b6a8793","circleAccuracy","86f92be6eeedb00ef115159a0e30fe08",1,"destra",0,0.7382669,63,1831.367,540,888,"15/04/2015 22-07-57","LGE LG-D802",1832.115,423.0495,83.27746,291.4711,1776,1080,47.96867,1.143387,333.10983,249.83237,"destra"
"104","MB_AC_15_2b6a8793","circleAccuracy","86f92be6eeedb00ef115159a0e30fe08",2,"destra",0,0.4659502,63,1831.367,540,888,"15/04/2015 22-08-01","LGE LG-D802",1857.777,423.0495,83.27746,291.4711,1776,1080,50.69322,1.076557,333.10983,249.83237,"destra"
"105","MB_AC_15_2b6a8793","circleAccuracy","86f92be6eeedb00ef115159a0e30fe08",3,"destra",0,0.293124,47,1831.367,540,888,"15/04/2015 22-08-03","LGE LG-D802",1841.28,423.0495,83.27746,291.4711,1776,1080,53.67039,0.8240547,333.10983,249.83237,"destra"
"106","MB_AC_16_ffae5082","circleAccuracy","9e32a18ac15c69de22642db8f183ccc4",1,"destra",0,0.54989,38,1831.367,540,888,"17/04/2015 11-08-12","LGE LG-D802",1722.468,423.0495,83.27746,291.4711,1776,1080,129.9751,0.8064423,333.10983,249.83237,"destra"
"107","MB_AC_16_ffae5082","circleAccuracy","9e32a18ac15c69de22642db8f183ccc4",2,"destra",0,0.6483729,34,1831.367,540,888,"17/04/2015 11-08-15","LGE LG-D802",1738.883,423.0495,83.27746,291.4711,1776,1080,132.313,0.757782,333.10983,249.83237,"destra"
"108","MB_AC_16_ffae5082","circleAccuracy","9e32a18ac15c69de22642db8f183ccc4",3,"destra",0,0.6945277,38,1831.367,540,888,"17/04/2015 11-08-18","LGE LG-D802",1839.112,423.0495,83.27746,291.4711,1776,1080,134.5853,0.6395416,333.10983,249.83237,"destra"
"109","MB_AC_17_db66bc30","circleAccuracy","de377263fffcae7524634ef8f2c2dcf1",1,"destra",0,0.996433,234,1831.367,540,888,"15/04/2015 15-44-20","LGE LG-D802",1833.239,423.0495,83.27746,291.4711,1776,1080,114.4618,3.982758,333.10983,249.83237,"destra"
"110","MB_AC_17_db66bc30","circleAccuracy","de377263fffcae7524634ef8f2c2dcf1",2,"destra",0,0.9986261,188,1831.367,540,888,"15/04/2015 15-44-28","LGE LG-D802",1834.645,423.0495,83.27746,291.4711,1776,1080,121.3825,3.273087,333.10983,249.83237,"destra"
"111","MB_AC_17_db66bc30","circleAccuracy","de377263fffcae7524634ef8f2c2dcf1",3,"destra",0,0.9967284,149,1831.367,540,888,"15/04/2015 15-44-34","LGE LG-D802",1843.293,423.0495,83.27746,291.4711,1776,1080,126.5626,2.616119,333.10983,249.83237,"destra"
"112","MB_AC_18_4436ef71","circleAccuracy","c0f3fdacbdcdde112da44050209541c8",1,"destra",0,0.9261226,121,1831.367,540,888,"15/04/2015 16-08-49","LGE LG-D802",1842.058,423.0495,83.27746,291.4711,1776,1080,110.7076,2.128899,333.10983,249.83237,"destra"
"113","MB_AC_18_4436ef71","circleAccuracy","c0f3fdacbdcdde112da44050209541c8",2,"destra",0,0.8661302,105,1831.367,540,888,"15/04/2015 16-08-55","LGE LG-D802",1923.469,423.0495,83.27746,291.4711,1776,1080,116.9097,1.892014,333.10983,249.83237,"destra"
"114","MB_AC_18_4436ef71","circleAccuracy","c0f3fdacbdcdde112da44050209541c8",3,"destra",0,0.9751259,112,1831.367,540,888,"15/04/2015 16-09-01","LGE LG-D802",1851.268,423.0495,83.27746,291.4711,1776,1080,120.694,1.943634,333.10983,249.83237,"destra"
"115","MB_AC_19_0c7f4c9b","circleAccuracy","88bb9a050767e55cac6669912e370c7e",1,"destra",0,0.9993052,187,1831.367,540,888,"15/04/2015 16-22-57","LGE LG-D802",1839.682,423.0495,83.27746,291.4711,1776,1080,57.33764,3.311554,333.10983,249.83237,"destra"
"116","MB_AC_19_0c7f4c9b","circleAccuracy","88bb9a050767e55cac6669912e370c7e",2,"destra",0,0.8085331,158,1831.367,540,888,"15/04/2015 16-23-04","LGE LG-D802",1837.042,423.0495,83.27746,291.4711,1776,1080,63.70813,2.736111,333.10983,249.83237,"destra"
"117","MB_AC_19_0c7f4c9b","circleAccuracy","88bb9a050767e55cac6669912e370c7e",3,"destra",0,0,173,1831.367,540,888,"15/04/2015 16-23-10","LGE LG-D802",1814.542,423.0495,83.27746,291.4711,1776,1080,68.91065,3.177277,333.10983,249.83237,"destra"
"118","MB_AC_20_609099a8","circleAccuracy","eac2884b4381c0a724adec606e647731",1,"destra",0,0.8688659,175,1831.367,540,888,"26/04/2015 11-35-32","LGE LG-D802",1836.182,423.0495,83.27746,291.4711,1776,1080,74.00908,3.077972,333.10983,249.83237,"destra"
"119","MB_AC_20_609099a8","circleAccuracy","eac2884b4381c0a724adec606e647731",2,"destra",0,0.8915775,164,1831.367,540,888,"26/04/2015 11-35-40","LGE LG-D802",1835.515,423.0495,83.27746,291.4711,1776,1080,80.48459,2.842484,333.10983,249.83237,"destra"
"120","MB_AC_20_609099a8","circleAccuracy","eac2884b4381c0a724adec606e647731",3,"destra",0,0.9954742,198,1831.367,540,888,"26/04/2015 11-35-46","LGE LG-D802",1843.543,423.0495,83.27746,291.4711,1776,1080,85.78261,3.532654,333.10983,249.83237,"destra"
"121","MB_AD_03_8d35d60b","circleAccuracy","d422e19936cce4d7874e9fe9e530edc8",1,"destra",0,0.5968096,104,1917.291,540,888,"24/02/2015 20-08-24","LGE Nexus 5",1880.602,442.898,87.18465,305.1463,1776,1080,1214.373,2.019531,348.738625,261.553975,"destra"
"122","MB_AD_03_8d35d60b","circleAccuracy","d422e19936cce4d7874e9fe9e530edc8",2,"destra",0,0.9197954,107,1917.291,540,888,"24/02/2015 20-08-32","LGE Nexus 5",1924.078,442.898,87.18465,305.1463,1776,1080,1220.807,1.981201,348.738625,261.553975,"destra"
"123","MB_AD_03_8d35d60b","circleAccuracy","d422e19936cce4d7874e9fe9e530edc8",3,"destra",0,0.7106431,104,1917.291,540,888,"24/02/2015 20-08-39","LGE Nexus 5",1931.224,442.898,87.18465,305.1463,1776,1080,1230.905,1.820068,348.738625,261.553975,"destra"
"124","MB_AM_01_5f3ba547","circleAccuracy","736034f9160e8405b20dcd0623cd1021",1,"destra",0,0.9975019,272,1917.291,540,888,"25/02/2015 18-30-18","LGE Nexus 5",1921.446,442.898,87.18465,305.1463,1776,1080,117.7613,5.054802,348.738625,261.553975,"destra"
"125","MB_AM_01_5f3ba547","circleAccuracy","736034f9160e8405b20dcd0623cd1021",2,"destra",0,0.9941329,210,1917.291,540,888,"25/02/2015 18-30-26","LGE Nexus 5",1920.184,442.898,87.18465,305.1463,1776,1080,126.0557,3.800934,348.738625,261.553975,"destra"
"126","MB_AM_01_5f3ba547","circleAccuracy","736034f9160e8405b20dcd0623cd1021",3,"destra",0,0.9970259,177,1917.291,540,888,"25/02/2015 18-30-33","LGE Nexus 5",1926.82,442.898,87.18465,305.1463,1776,1080,131.7914,3.105606,348.738625,261.553975,"destra"
"127","MB_AM_02_614cca40","circleAccuracy","5afb16e2a2549cb302ceb7dd0c96713f",1,"destra",0,0.9990786,162,1917.291,540,888,"25/02/2015 21-46-44","LGE Nexus 5",1935.171,442.898,87.18465,305.1463,1776,1080,136.3807,2.921875,348.738625,261.553975,"destra"
"128","MB_AM_02_614cca40","circleAccuracy","5afb16e2a2549cb302ceb7dd0c96713f",2,"destra",0,0.8990718,118,1917.291,540,888,"25/02/2015 21-46-50","LGE Nexus 5",1928.494,442.898,87.18465,305.1463,1776,1080,141.3568,2.039734,348.738625,261.553975,"destra"
"129","MB_AM_02_614cca40","circleAccuracy","5afb16e2a2549cb302ceb7dd0c96713f",3,"destra",0,0.9991077,119,1917.291,540,888,"25/02/2015 21-46-54","LGE Nexus 5",1944.647,442.898,87.18465,305.1463,1776,1080,145.3146,2.106247,348.738625,261.553975,"destra"
"130","MB_AM_03_ae481d48","circleAccuracy","3369a8624aec7d60519e4c29b5ceea35",1,"destra",0,0.6767853,50,1917.291,540,888,"26/02/2015 15-32-35","LGE Nexus 5",1948.325,442.898,87.18465,305.1463,1776,1080,170.4925,0.8487091,348.738625,261.553975,"destra"
"131","MB_AM_03_ae481d48","circleAccuracy","3369a8624aec7d60519e4c29b5ceea35",2,"destra",0,0.6674168,49,1917.291,540,888,"26/02/2015 15-32-40","LGE Nexus 5",1909.571,442.898,87.18465,305.1463,1776,1080,173.9068,1.019409,348.738625,261.553975,"destra"
"132","MB_AM_03_ae481d48","circleAccuracy","3369a8624aec7d60519e4c29b5ceea35",3,"destra",0,0.418707,35,1917.291,540,888,"26/02/2015 15-32-44","LGE Nexus 5",1975.135,442.898,87.18465,305.1463,1776,1080,177.6276,0.6625519,348.738625,261.553975,"destra"
"133","MB_AM_04_018f1546","circleAccuracy","6e98f015a15aa03d3df045f29bf2533c",1,"destra",0,0.9888691,131,1917.291,540,888,"28/02/2015 18-55-28","LGE Nexus 5",1917.748,442.898,87.18465,305.1463,1776,1080,131.5168,2.297546,348.738625,261.553975,"destra"
"134","MB_AM_04_018f1546","circleAccuracy","6e98f015a15aa03d3df045f29bf2533c",2,"destra",0,0.8516166,101,1917.291,540,888,"28/02/2015 18-55-35","LGE Nexus 5",1930.098,442.898,87.18465,305.1463,1776,1080,137.3502,1.891296,348.738625,261.553975,"destra"
"135","MB_AM_04_018f1546","circleAccuracy","6e98f015a15aa03d3df045f29bf2533c",3,"destra",0,0.8723553,117,1917.291,540,888,"28/02/2015 18-55-41","LGE Nexus 5",1926.017,442.898,87.18465,305.1463,1776,1080,144.635,2.034714,348.738625,261.553975,"destra"
"136","MB_AM_05_15a1dd50","circleAccuracy","177784ebbc11585fefa7f95399f70b21",1,"destra",0,0.693253,70,1917.291,540,888,"28/02/2015 21-59-42","LGE Nexus 5",1937.362,442.898,87.18465,305.1463,1776,1080,248.0629,1.201874,348.738625,261.553975,"destra"
"137","MB_AM_05_15a1dd50","circleAccuracy","177784ebbc11585fefa7f95399f70b21",2,"destra",0,0.982292,80,1917.291,540,888,"28/02/2015 21-59-49","LGE Nexus 5",1918.779,442.898,87.18465,305.1463,1776,1080,254.7867,1.426147,348.738625,261.553975,"destra"
"138","MB_AM_05_15a1dd50","circleAccuracy","177784ebbc11585fefa7f95399f70b21",3,"destra",0,0.6471512,70,1917.291,540,888,"28/02/2015 21-59-56","LGE Nexus 5",1933.416,442.898,87.18465,305.1463,1776,1080,260.9871,1.205475,348.738625,261.553975,"destra"
"139","MB_AM_06_cb990098","circleAccuracy","5cbd1c2a9b32b3551b26c7f7b62d47c0",1,"destra",0,0.7708124,87,1917.291,540,888,"02/03/2015 19-10-20","LGE Nexus 5",1923.57,442.898,87.18465,305.1463,1776,1080,141.9625,1.509613,348.738625,261.553975,"destra"
"140","MB_AM_06_cb990098","circleAccuracy","5cbd1c2a9b32b3551b26c7f7b62d47c0",2,"destra",0,0.9827614,58,1917.291,540,888,"02/03/2015 19-10-26","LGE Nexus 5",1917.84,442.898,87.18465,305.1463,1776,1080,145.2877,1.001144,348.738625,261.553975,"destra"
"141","MB_AM_06_cb990098","circleAccuracy","5cbd1c2a9b32b3551b26c7f7b62d47c0",3,"destra",0,0.9376242,57,1917.291,540,888,"02/03/2015 19-10-29","LGE Nexus 5",1953.832,442.898,87.18465,305.1463,1776,1080,148.6306,0.9845886,348.738625,261.553975,"destra"
"142","MB_AM_07_a6a69dbb","circleAccuracy","191f92a65e50945c1c80c3d3e5d04203",1,"destra",0,0.8856612,56,1917.291,540,888,"03/03/2015 16-16-14","LGE Nexus 5",1933.335,442.898,87.18465,305.1463,1776,1080,210.8647,0.9680634,348.738625,261.553975,"destra"
"143","MB_AM_07_a6a69dbb","circleAccuracy","191f92a65e50945c1c80c3d3e5d04203",2,"destra",0,0.8204807,49,1917.291,540,888,"03/03/2015 16-16-17","LGE Nexus 5",2080.294,442.898,87.18465,305.1463,1776,1080,213.5158,0.9303589,348.738625,261.553975,"destra"
"144","MB_AM_07_a6a69dbb","circleAccuracy","191f92a65e50945c1c80c3d3e5d04203",3,"destra",0,0.7928597,42,1917.291,540,888,"03/03/2015 16-16-20","LGE Nexus 5",1925.506,442.898,87.18465,305.1463,1776,1080,218.1013,0.7303925,348.738625,261.553975,"destra"
"145","MB_AM_08_7a9ba2a1","circleAccuracy","fa3c59e6afd82c9609980d0297710b45",1,"destra",0,0.9956031,162,1917.291,540,888,"03/03/2015 16-43-01","LGE Nexus 5",1919.63,442.898,87.18465,305.1463,1776,1080,156.3522,2.885895,348.738625,261.553975,"destra"
"146","MB_AM_08_7a9ba2a1","circleAccuracy","fa3c59e6afd82c9609980d0297710b45",2,"destra",0,0.9956974,208,1917.291,540,888,"03/03/2015 16-43-08","LGE Nexus 5",1919.041,442.898,87.18465,305.1463,1776,1080,163.0596,3.530411,348.738625,261.553975,"destra"
"147","MB_AM_08_7a9ba2a1","circleAccuracy","fa3c59e6afd82c9609980d0297710b45",3,"destra",0,0.997115,162,1917.291,540,888,"03/03/2015 16-43-15","LGE Nexus 5",1923.161,442.898,87.18465,305.1463,1776,1080,170.8187,2.920944,348.738625,261.553975,"destra"
"148","MB_AM_09_129146e1","circleAccuracy","a77c18e2b3b69bcec8cb17ed754171f3",1,"destra",0,0.9993595,191,1917.291,540,888,"03/03/2015 22-15-56","LGE Nexus 5",1930.275,442.898,87.18465,305.1463,1776,1080,138.5153,3.342133,348.738625,261.553975,"destra"
"149","MB_AM_09_129146e1","circleAccuracy","a77c18e2b3b69bcec8cb17ed754171f3",2,"destra",0,0.9917203,179,1917.291,540,888,"03/03/2015 22-16-11","LGE Nexus 5",1917.54,442.898,87.18465,305.1463,1776,1080,151.3338,3.064423,348.738625,261.553975,"destra"
"150","MB_AM_09_129146e1","circleAccuracy","a77c18e2b3b69bcec8cb17ed754171f3",3,"destra",0,0.9947385,125,1917.291,540,888,"03/03/2015 22-16-23","LGE Nexus 5",1929.134,442.898,87.18465,305.1463,1776,1080,156.6885,2.137863,348.738625,261.553975,"destra"
"151","MB_AM_10_b15899f4","circleAccuracy","74a0fc805e3fbe83a05cd15b67d82b84",1,"destra",0,0.972226,63,1917.291,540,888,"03/03/2015 22-39-45","LGE Nexus 5",1942.13,442.898,87.18465,305.1463,1776,1080,95.18594,1.121613,348.738625,261.553975,"destra"
"152","MB_AM_10_b15899f4","circleAccuracy","74a0fc805e3fbe83a05cd15b67d82b84",2,"destra",0,0.9776524,52,1917.291,540,888,"03/03/2015 22-39-49","LGE Nexus 5",1943.328,442.898,87.18465,305.1463,1776,1080,98.78848,0.9179535,348.738625,261.553975,"destra"
"153","MB_AM_10_b15899f4","circleAccuracy","74a0fc805e3fbe83a05cd15b67d82b84",3,"destra",0,0.9980747,59,1917.291,540,888,"03/03/2015 22-39-52","LGE Nexus 5",1929.599,442.898,87.18465,305.1463,1776,1080,101.7461,1.037506,348.738625,261.553975,"destra"
"154","MB_AM_11_fe1a1a6b","circleAccuracy","fdbf0b4e9ea762b939ee831103fefe7f",1,"destra",0,0.9943903,216,1917.291,540,888,"04/03/2015 22-19-59","LGE Nexus 5",1918.742,442.898,87.18465,305.1463,1776,1080,118.3678,3.823151,348.738625,261.553975,"destra"
"155","MB_AM_11_fe1a1a6b","circleAccuracy","fdbf0b4e9ea762b939ee831103fefe7f",2,"destra",0,0.9996473,133,1917.291,540,888,"04/03/2015 22-20-11","LGE Nexus 5",1931.379,442.898,87.18465,305.1463,1776,1080,125.029,2.346039,348.738625,261.553975,"destra"
"156","MB_AM_11_fe1a1a6b","circleAccuracy","fdbf0b4e9ea762b939ee831103fefe7f",3,"destra",0,0.9926243,107,1917.291,540,888,"04/03/2015 22-20-17","LGE Nexus 5",1926.473,442.898,87.18465,305.1463,1776,1080,129.0058,1.835236,348.738625,261.553975,"destra"
"157","MB_AM_12_4dc34657","circleAccuracy","3c9244a9a9ed188a8c6e5fdca900992b",1,"destra",0,0.8781659,82,1917.291,540,888,"05/03/2015 17-10-44","LGE Nexus 5",1942.142,442.898,87.18465,305.1463,1776,1080,90.23049,1.442772,348.738625,261.553975,"destra"
"158","MB_AM_12_4dc34657","circleAccuracy","3c9244a9a9ed188a8c6e5fdca900992b",2,"destra",0,0.908672,65,1917.291,540,888,"05/03/2015 17-10-49","LGE Nexus 5",1930.923,442.898,87.18465,305.1463,1776,1080,94.11768,1.154106,348.738625,261.553975,"destra"
"159","MB_AM_12_4dc34657","circleAccuracy","3c9244a9a9ed188a8c6e5fdca900992b",3,"destra",0,0.9835138,62,1917.291,540,888,"05/03/2015 17-10-52","LGE Nexus 5",1920.467,442.898,87.18465,305.1463,1776,1080,97.22422,1.08622,348.738625,261.553975,"destra"
"160","MB_AM_13_5796a87a","circleAccuracy","d78421f922dc7488004dbc046f8614eb",1,"destra",0,0.9898062,201,1917.291,540,888,"07/03/2015 19-00-13","LGE Nexus 5",1920.053,442.898,87.18465,305.1463,1776,1080,279.5678,3.694702,348.738625,261.553975,"destra"
"161","MB_AM_13_5796a87a","circleAccuracy","d78421f922dc7488004dbc046f8614eb",2,"destra",0,0.986046,158,1917.291,540,888,"07/03/2015 19-00-23","LGE Nexus 5",1938.295,442.898,87.18465,305.1463,1776,1080,286.5049,2.801666,348.738625,261.553975,"destra"
"162","MB_AM_13_5796a87a","circleAccuracy","d78421f922dc7488004dbc046f8614eb",3,"destra",0,0.9260595,122,1917.291,540,888,"07/03/2015 19-00-29","LGE Nexus 5",1924.059,442.898,87.18465,305.1463,1776,1080,292.3114,2.274414,348.738625,261.553975,"destra"
"163","MB_AM_14_5dc6f07c","circleAccuracy","832f4db7c8002e39df252e4b58beb045",1,"destra",0,0.9887828,84,1917.291,540,888,"07/03/2015 20-11-53","LGE Nexus 5",1926.671,442.898,87.18465,305.1463,1776,1080,262.5591,1.524597,348.738625,261.553975,"destra"
"164","MB_AM_14_5dc6f07c","circleAccuracy","832f4db7c8002e39df252e4b58beb045",2,"destra",0,0.9976898,73,1917.291,540,888,"07/03/2015 20-12-03","LGE Nexus 5",1918.862,442.898,87.18465,305.1463,1776,1080,279.2349,1.254242,348.738625,261.553975,"destra"
"165","MB_AM_14_5dc6f07c","circleAccuracy","832f4db7c8002e39df252e4b58beb045",3,"destra",0,0.9994431,66,1917.291,540,888,"07/03/2015 20-12-19","LGE Nexus 5",1947.239,442.898,87.18465,305.1463,1776,1080,284.896,1.135529,348.738625,261.553975,"destra"
"166","MB_AM_15_cf88de89","circleAccuracy","895f0e0760fa08fca835a6171b3b7d93",1,"destra",0,0.8032678,118,1917.291,540,888,"09/03/2015 21-30-23","LGE Nexus 5",1890.876,442.898,87.18465,305.1463,1776,1080,176.7721,2.243042,348.738625,261.553975,"destra"
"167","MB_AM_15_cf88de89","circleAccuracy","895f0e0760fa08fca835a6171b3b7d93",2,"destra",0,0.7365924,116,1917.291,540,888,"09/03/2015 21-30-28","LGE Nexus 5",1897.554,442.898,87.18465,305.1463,1776,1080,181.5119,2.190994,348.738625,261.553975,"destra"
"168","MB_AM_15_cf88de89","circleAccuracy","895f0e0760fa08fca835a6171b3b7d93",3,"destra",0,0.7112982,90,1917.291,540,888,"09/03/2015 21-30-33","LGE Nexus 5",1800.353,442.898,87.18465,305.1463,1776,1080,185.3003,1.732773,348.738625,261.553975,"destra"
"169","MB_AM_16_abf66192","circleAccuracy","ff411e30a60337855955ea3e00afc011",1,"destra",0,0.9993311,234,1917.291,540,888,"15/03/2015 17-51-50","LGE Nexus 5",1927.714,442.898,87.18465,305.1463,1776,1080,167.0244,4.019028,348.738625,261.553975,"destra"
"170","MB_AM_16_abf66192","circleAccuracy","ff411e30a60337855955ea3e00afc011",2,"destra",0,0.8830096,180,1917.291,540,888,"15/03/2015 17-52-04","LGE Nexus 5",1937.482,442.898,87.18465,305.1463,1776,1080,181.1041,3.201706,348.738625,261.553975,"destra"
"171","MB_AM_16_abf66192","circleAccuracy","ff411e30a60337855955ea3e00afc011",3,"destra",0,0.9976107,197,1917.291,540,888,"15/03/2015 17-52-18","LGE Nexus 5",1930.738,442.898,87.18465,305.1463,1776,1080,191.4967,3.493652,348.738625,261.553975,"destra"
"172","MB_AM_17_b407c819","circleAccuracy","f55c75af9d42fa7a82e81786b649ba1e",1,"destra",0,0.9653943,135,1917.291,540,888,"21/03/2015 17-31-14","LGE Nexus 5",1924.809,442.898,87.18465,305.1463,1776,1080,286.644,2.306122,348.738625,261.553975,"destra"
"173","MB_AM_17_b407c819","circleAccuracy","f55c75af9d42fa7a82e81786b649ba1e",2,"destra",0,0.8585274,98,1917.291,540,888,"21/03/2015 17-31-21","LGE Nexus 5",1927.023,442.898,87.18465,305.1463,1776,1080,291.6801,1.678925,348.738625,261.553975,"destra"
"174","MB_AM_17_b407c819","circleAccuracy","f55c75af9d42fa7a82e81786b649ba1e",3,"destra",0,0.994001,107,1917.291,540,888,"21/03/2015 17-31-25","LGE Nexus 5",1905.789,442.898,87.18465,305.1463,1776,1080,295.3603,2.086517,348.738625,261.553975,"destra"
"175","MB_AM_18_4714492d","circleAccuracy","93fa1425d9dda95dd7a36707f56b8363",1,"destra",0,0.001564708,150,1917.291,540,888,"22/03/2015 10-35-20","LGE Nexus 5",1389.992,442.898,87.18465,305.1463,1776,1080,156.7345,2.83606,348.738625,261.553975,"destra"
"176","MB_AM_18_4714492d","circleAccuracy","93fa1425d9dda95dd7a36707f56b8363",2,"destra",0,0.03215657,130,1917.291,540,888,"22/03/2015 10-35-30","LGE Nexus 5",1517.903,442.898,87.18465,305.1463,1776,1080,167.0812,2.413193,348.738625,261.553975,"destra"
"177","MB_AM_18_4714492d","circleAccuracy","93fa1425d9dda95dd7a36707f56b8363",3,"destra",0,0,106,1917.291,540,888,"22/03/2015 10-35-40","LGE Nexus 5",1351.899,442.898,87.18465,305.1463,1776,1080,179.9673,2.088638,348.738625,261.553975,"destra"
"178","MB_AM_19_84705d15","circleAccuracy","6e00a772814a7727195a666160cdd8a7",1,"destra",0,0.9672394,145,1917.291,540,888,"22/03/2015 10-55-29","LGE Nexus 5",1938.052,442.898,87.18465,305.1463,1776,1080,186.1033,2.635834,348.738625,261.553975,"destra"
"179","MB_AM_19_84705d15","circleAccuracy","6e00a772814a7727195a666160cdd8a7",2,"destra",0,0.9934109,154,1917.291,540,888,"22/03/2015 10-55-38","LGE Nexus 5",1934.39,442.898,87.18465,305.1463,1776,1080,193.2681,2.819321,348.738625,261.553975,"destra"
"180","MB_AM_19_84705d15","circleAccuracy","6e00a772814a7727195a666160cdd8a7",3,"destra",0,0.9958935,147,1917.291,540,888,"22/03/2015 10-55-46","LGE Nexus 5",1930.888,442.898,87.18465,305.1463,1776,1080,200.8003,2.602646,348.738625,261.553975,"destra"
"181","MB_AM_20_129b3fcf","circleAccuracy","07f2bf86a7c04b72ac53fe2bb75955ed",1,"destra",0,0.8653509,179,1917.291,540,888,"28/03/2015 16-12-54","LGE Nexus 5",1944.05,442.898,87.18465,305.1463,1776,1080,200.955,3.13916,348.738625,261.553975,"destra"
